183	47	1
197	47	1
201	47	1
203	47	1
219	47	1
230	47	1
232	47	1
245	47	1
246	47	1
248	47	1
253	47	1
255	47	1
258	47	1
261	47	1
263	47	1
293	47	1
311	47	1
313	47	1
316	47	1
47	48	1
49	48	1
65	48	1
47	49	1
48	49	1
56	49	1
60	49	1
40	50	1
45	50	1
46	50	1
55	50	1
61	50	1
62	50	1
63	50	1
67	50	1
144	50	1
166	50	1
67	51	1
82	51	1
118	51	1
166	51	1
67	52	1
41	53	1
67	53	1
82	53	1
144	53	1
166	53	1
45	54	1
47	54	1
58	54	1
59	54	1
60	54	1
65	54	1
83	54	1
40	55	1
45	55	1
46	55	1
50	55	1
61	55	1
62	55	1
63	55	1
144	55	1
47	56	1
49	56	1
58	56	1
59	56	1
60	56	1
65	56	1
69	57	1
70	57	1
71	57	1
118	57	1
45	58	1
47	58	1
54	58	1
56	58	1
59	58	1
60	58	1
65	58	1
83	58	1
45	59	1
47	59	1
54	59	1
56	59	1
58	59	1
60	59	1
64	59	1
65	59	1
83	59	1
144	59	1
47	60	1
49	60	1
54	60	1
56	60	1
58	60	1
59	60	1
64	60	1
65	60	1
40	61	1
45	61	1
50	61	1
55	61	1
62	61	1
63	61	1
40	62	1
45	62	1
46	62	1
50	62	1
55	62	1
61	62	1
63	62	1
67	62	1
144	62	1
166	62	1
45	63	1
46	63	1
50	63	1
55	63	1
61	63	1
62	63	1
67	63	1
144	63	1
166	63	1
59	64	1
60	64	1
65	64	1
8	65	1
39	65	1
45	65	1
47	65	1
48	65	1
54	65	1
56	65	1
58	65	1
59	65	1
60	65	1
64	65	1
66	65	1
67	65	1
74	65	1
75	65	1
83	65	1
87	65	1
108	65	1
112	65	1
116	65	1
118	65	1
142	65	1
144	65	1
151	65	1
166	65	1
169	65	1
176	65	1
183	65	1
197	65	1
201	65	1
203	65	1
219	65	1
245	65	1
246	65	1
248	65	1
253	65	1
255	65	1
258	65	1
261	65	1
263	65	1
293	65	1
65	66	1
87	66	1
116	66	1
151	66	1
8	67	1
41	67	1
43	67	1
44	67	1
45	67	1
46	67	1
47	67	1
50	67	1
51	67	1
52	67	1
53	67	1
62	67	1
63	67	1
65	67	1
71	67	1
76	67	1
78	67	1
79	67	1
82	67	1
90	67	1
94	67	1
95	67	1
99	67	1
109	67	1
111	67	1
112	67	1
118	67	1
119	67	1
120	67	1
123	67	1
128	67	1
131	67	1
133	67	1
136	67	1
144	67	1
146	67	1
147	67	1
150	67	1
152	67	1
153	67	1
159	67	1
161	67	1
162	67	1
166	67	1
167	67	1
172	67	1
174	67	1
176	67	1
177	67	1
179	67	1
182	67	1
183	67	1
189	67	1
197	67	1
201	67	1
203	67	1
217	67	1
219	67	1
230	67	1
232	67	1
233	67	1
246	67	1
248	67	1
253	67	1
255	67	1
258	67	1
261	67	1
263	67	1
274	67	1
292	67	1
293	67	1
296	67	1
299	67	1
301	67	1
307	67	1
310	67	1
311	67	1
313	67	1
80	68	1
96	68	1
109	68	1
118	68	1
125	68	1
147	68	1
57	69	1
71	69	1
73	69	1
118	69	1
57	70	1
112	70	1
118	70	1
57	71	1
67	71	1
69	71	1
73	71	1
77	71	1
90	71	1
111	71	1
112	71	1
118	71	1
96	72	1
118	72	1
146	72	1
147	72	1
152	72	1
162	72	1
177	72	1
69	73	1
71	73	1
77	73	1
90	73	1
94	73	1
118	73	1
47	74	1
65	74	1
75	74	1
116	74	1
201	74	1
47	75	1
65	75	1
74	75	1
87	75	1
108	75	1
116	75	1
151	75	1
166	75	1
201	75	1
67	76	1
82	76	1
98	76	1
118	76	1
142	76	1
144	76	1
71	77	1
73	77	1
94	77	1
118	77	1
67	78	1
79	78	1
118	78	1
67	79	1
78	79	1
118	79	1
68	80	1
101	80	1
109	80	1
118	80	1
146	80	1
147	80	1
152	80	1
162	80	1
176	80	1
177	80	1
85	81	1
118	81	1
144	81	1
166	81	1
261	81	1
51	82	1
53	82	1
67	82	1
76	82	1
106	82	1
118	82	1
130	82	1
140	82	1
144	82	1
166	82	1
182	82	1
45	83	1
47	83	1
54	83	1
58	83	1
59	83	1
65	83	1
85	83	1
86	83	1
97	83	1
104	83	1
118	83	1
144	83	1
166	83	1
201	83	1
248	83	1
112	84	1
118	84	1
81	85	1
83	85	1
97	85	1
144	85	1
261	85	1
47	86	1
83	86	1
144	86	1
65	87	1
66	87	1
75	87	1
118	88	1
174	89	1
67	90	1
71	90	1
73	90	1
94	90	1
112	90	1
118	90	1
152	90	1
166	90	1
182	90	1
92	91	1
95	91	1
109	91	1
112	91	1
118	91	1
119	91	1
146	91	1
147	91	1
150	91	1
152	91	1
162	91	1
174	91	1
176	91	1
177	91	1
179	91	1
221	91	1
230	91	1
255	91	1
91	92	1
95	92	1
109	92	1
112	92	1
118	92	1
119	92	1
143	92	1
146	92	1
147	92	1
150	92	1
152	92	1
162	92	1
174	92	1
176	92	1
179	92	1
182	92	1
221	92	1
230	92	1
255	92	1
299	92	1
100	93	1
118	93	1
152	93	1
161	93	1
47	94	1
67	94	1
73	94	1
77	94	1
90	94	1
99	94	1
109	94	1
112	94	1
118	94	1
131	94	1
146	94	1
147	94	1
152	94	1
159	94	1
162	94	1
166	94	1
172	94	1
176	94	1
179	94	1
182	94	1
201	94	1
217	94	1
219	94	1
230	94	1
232	94	1
248	94	1
255	94	1
258	94	1
261	94	1
263	94	1
299	94	1
301	94	1
310	94	1
311	94	1
67	95	1
91	95	1
92	95	1
101	95	1
109	95	1
112	95	1
118	95	1
119	95	1
131	95	1
146	95	1
147	95	1
150	95	1
152	95	1
162	95	1
174	95	1
176	95	1
177	95	1
179	95	1
221	95	1
230	95	1
255	95	1
299	95	1
68	96	1
72	96	1
118	96	1
147	96	1
152	96	1
162	96	1
177	96	1
83	97	1
85	97	1
104	97	1
76	98	1
144	98	1
67	99	1
94	99	1
112	99	1
118	99	1
147	99	1
152	99	1
161	99	1
167	99	1
176	99	1
93	100	1
111	100	1
112	100	1
118	100	1
137	100	1
152	100	1
161	100	1
80	101	1
95	101	1
112	101	1
118	101	1
129	101	1
146	101	1
152	101	1
162	101	1
174	101	1
176	101	1
179	101	1
221	101	1
230	101	1
255	101	1
107	102	1
118	102	1
120	102	1
182	102	1
115	103	1
152	103	1
83	104	1
97	104	1
144	104	1
123	105	1
167	105	1
182	105	1
82	106	1
118	106	1
120	106	1
140	106	1
166	106	1
182	106	1
102	107	1
118	107	1
65	108	1
75	108	1
116	108	1
201	108	1
47	109	1
67	109	1
68	109	1
80	109	1
91	109	1
92	109	1
94	109	1
95	109	1
112	109	1
118	109	1
119	109	1
131	109	1
144	109	1
146	109	1
147	109	1
150	109	1
152	109	1
159	109	1
161	109	1
162	109	1
166	109	1
167	109	1
170	109	1
174	109	1
176	109	1
177	109	1
179	109	1
182	109	1
201	109	1
202	109	1
203	109	1
212	109	1
217	109	1
219	109	1
221	109	1
230	109	1
232	109	1
248	109	1
255	109	1
258	109	1
261	109	1
273	109	1
293	109	1
299	109	1
301	109	1
306	109	1
307	109	1
310	109	1
311	109	1
321	109	1
152	110	1
162	110	1
67	111	1
71	111	1
100	111	1
112	111	1
118	111	1
152	111	1
161	111	1
8	112	1
47	112	1
65	112	1
67	112	1
70	112	1
71	112	1
84	112	1
90	112	1
91	112	1
92	112	1
94	112	1
95	112	1
99	112	1
100	112	1
101	112	1
109	112	1
111	112	1
118	112	1
119	112	1
123	112	1
125	112	1
126	112	1
131	112	1
136	112	1
137	112	1
144	112	1
146	112	1
147	112	1
149	112	1
150	112	1
152	112	1
157	112	1
159	112	1
161	112	1
162	112	1
166	112	1
167	112	1
170	112	1
172	112	1
174	112	1
176	112	1
177	112	1
179	112	1
182	112	1
189	112	1
201	112	1
202	112	1
203	112	1
212	112	1
217	112	1
219	112	1
221	112	1
230	112	1
232	112	1
248	112	1
253	112	1
255	112	1
258	112	1
261	112	1
263	112	1
292	112	1
293	112	1
296	112	1
299	112	1
301	112	1
305	112	1
306	112	1
307	112	1
310	112	1
311	112	1
152	113	1
174	113	1
118	114	1
103	115	1
152	115	1
65	116	1
66	116	1
74	116	1
75	116	1
108	116	1
151	116	1
152	117	1
8	118	1
45	118	1
47	118	1
51	118	1
57	118	1
65	118	1
67	118	1
68	118	1
69	118	1
70	118	1
71	118	1
72	118	1
73	118	1
76	118	1
77	118	1
78	118	1
79	118	1
80	118	1
81	118	1
82	118	1
83	118	1
84	118	1
88	118	1
90	118	1
91	118	1
92	118	1
93	118	1
94	118	1
95	118	1
96	118	1
99	118	1
100	118	1
101	118	1
102	118	1
106	118	1
107	118	1
109	118	1
111	118	1
112	118	1
114	118	1
119	118	1
120	118	1
125	118	1
126	118	1
127	118	1
128	118	1
129	118	1
130	118	1
131	118	1
133	118	1
134	118	1
136	118	1
137	118	1
139	118	1
140	118	1
143	118	1
144	118	1
145	118	1
146	118	1
147	118	1
148	118	1
149	118	1
150	118	1
152	118	1
153	118	1
154	118	1
155	118	1
157	118	1
158	118	1
159	118	1
161	118	1
162	118	1
163	118	1
164	118	1
166	118	1
167	118	1
168	118	1
169	118	1
172	118	1
173	118	1
174	118	1
176	118	1
177	118	1
179	118	1
181	118	1
182	118	1
183	118	1
186	118	1
189	118	1
191	118	1
192	118	1
197	118	1
198	118	1
201	118	1
202	118	1
203	118	1
204	118	1
212	118	1
216	118	1
217	118	1
218	118	1
219	118	1
221	118	1
222	118	1
225	118	1
229	118	1
230	118	1
232	118	1
233	118	1
240	118	1
246	118	1
248	118	1
249	118	1
250	118	1
253	118	1
255	118	1
256	118	1
258	118	1
260	118	1
261	118	1
263	118	1
273	118	1
274	118	1
276	118	1
284	118	1
288	118	1
292	118	1
293	118	1
296	118	1
297	118	1
299	118	1
301	118	1
305	118	1
306	118	1
307	118	1
310	118	1
311	118	1
313	118	1
321	118	1
67	119	1
91	119	1
92	119	1
95	119	1
109	119	1
112	119	1
118	119	1
131	119	1
146	119	1
147	119	1
150	119	1
152	119	1
162	119	1
174	119	1
176	119	1
177	119	1
179	119	1
182	119	1
217	119	1
221	119	1
230	119	1
255	119	1
261	119	1
299	119	1
301	119	1
306	119	1
310	119	1
311	119	1
321	119	1
67	120	1
102	120	1
106	120	1
118	120	1
130	120	1
166	120	1
182	120	1
258	120	1
142	121	1
163	122	1
47	123	1
67	123	1
105	123	1
112	123	1
131	123	1
146	123	1
147	123	1
152	123	1
159	123	1
163	123	1
166	123	1
167	123	1
172	123	1
179	123	1
182	123	1
217	123	1
219	123	1
255	123	1
261	123	1
273	123	1
296	123	1
299	123	1
301	123	1
302	123	1
307	123	1
310	123	1
138	124	1
201	124	1
68	125	1
112	125	1
118	125	1
131	125	1
147	125	1
152	125	1
162	125	1
170	125	1
174	125	1
177	125	1
179	125	1
221	125	1
230	125	1
255	125	1
299	125	1
112	126	1
118	126	1
137	126	1
152	126	1
161	126	1
176	126	1
182	126	1
217	126	1
118	127	1
137	127	1
152	127	1
255	127	1
67	128	1
118	128	1
133	128	1
142	128	1
152	128	1
166	128	1
182	128	1
258	128	1
261	128	1
101	129	1
118	129	1
152	129	1
221	129	1
255	129	1
82	130	1
118	130	1
120	130	1
145	130	1
148	130	1
160	130	1
166	130	1
182	130	1
258	130	1
47	131	1
67	131	1
94	131	1
95	131	1
109	131	1
112	131	1
118	131	1
119	131	1
123	131	1
125	131	1
146	131	1
147	131	1
150	131	1
152	131	1
153	131	1
162	131	1
166	131	1
167	131	1
170	131	1
172	131	1
174	131	1
176	131	1
177	131	1
179	131	1
182	131	1
189	131	1
201	131	1
212	131	1
217	131	1
219	131	1
221	131	1
230	131	1
248	131	1
255	131	1
258	131	1
261	131	1
292	131	1
293	131	1
299	131	1
301	131	1
305	131	1
306	131	1
307	131	1
310	131	1
311	131	1
152	132	1
174	132	1
230	132	1
255	132	1
67	133	1
118	133	1
128	133	1
140	133	1
144	133	1
152	133	1
166	133	1
172	133	1
182	133	1
219	133	1
232	133	1
255	133	1
258	133	1
261	133	1
293	133	1
118	134	1
136	134	1
139	135	1
67	136	1
112	136	1
118	136	1
134	136	1
152	136	1
100	137	1
112	137	1
118	137	1
126	137	1
127	137	1
139	137	1
152	137	1
161	137	1
176	137	1
255	137	1
124	138	1
183	138	1
201	138	1
118	139	1
135	139	1
137	139	1
161	139	1
162	139	1
167	139	1
177	139	1
230	139	1
82	140	1
106	140	1
118	140	1
133	140	1
166	140	1
182	140	1
157	141	1
177	141	1
39	142	1
45	142	1
47	142	1
65	142	1
76	142	1
121	142	1
128	142	1
144	142	1
166	142	1
172	142	1
198	142	1
216	142	1
225	142	1
229	142	1
233	142	1
261	142	1
293	142	1
92	143	1
118	143	1
147	143	1
152	143	1
162	143	1
170	143	1
174	143	1
221	143	1
230	143	1
299	143	1
306	143	1
310	143	1
311	143	1
8	144	1
40	144	1
45	144	1
46	144	1
47	144	1
50	144	1
53	144	1
55	144	1
59	144	1
62	144	1
63	144	1
65	144	1
67	144	1
76	144	1
81	144	1
82	144	1
83	144	1
85	144	1
86	144	1
98	144	1
104	144	1
109	144	1
112	144	1
118	144	1
133	144	1
142	144	1
150	144	1
162	144	1
166	144	1
168	144	1
169	144	1
172	144	1
176	144	1
177	144	1
181	144	1
182	144	1
183	144	1
197	144	1
201	144	1
203	144	1
213	144	1
216	144	1
219	144	1
225	144	1
233	144	1
245	144	1
246	144	1
248	144	1
250	144	1
253	144	1
255	144	1
258	144	1
261	144	1
263	144	1
274	144	1
292	144	1
293	144	1
297	144	1
299	144	1
118	145	1
130	145	1
148	145	1
182	145	1
67	146	1
72	146	1
80	146	1
91	146	1
92	146	1
94	146	1
95	146	1
101	146	1
109	146	1
112	146	1
118	146	1
119	146	1
123	146	1
131	146	1
147	146	1
150	146	1
152	146	1
159	146	1
161	146	1
166	146	1
167	146	1
168	146	1
172	146	1
174	146	1
176	146	1
177	146	1
179	146	1
182	146	1
189	146	1
202	146	1
212	146	1
217	146	1
218	146	1
221	146	1
230	146	1
232	146	1
237	146	1
255	146	1
260	146	1
261	146	1
284	146	1
292	146	1
293	146	1
299	146	1
301	146	1
305	146	1
306	146	1
307	146	1
310	146	1
311	146	1
47	147	1
67	147	1
68	147	1
72	147	1
80	147	1
91	147	1
92	147	1
94	147	1
95	147	1
96	147	1
99	147	1
109	147	1
112	147	1
118	147	1
119	147	1
123	147	1
125	147	1
131	147	1
143	147	1
146	147	1
150	147	1
152	147	1
153	147	1
159	147	1
161	147	1
162	147	1
166	147	1
167	147	1
172	147	1
174	147	1
176	147	1
177	147	1
179	147	1
182	147	1
201	147	1
202	147	1
212	147	1
217	147	1
218	147	1
219	147	1
221	147	1
230	147	1
232	147	1
248	147	1
249	147	1
255	147	1
258	147	1
260	147	1
261	147	1
273	147	1
284	147	1
292	147	1
293	147	1
298	147	1
299	147	1
300	147	1
301	147	1
305	147	1
306	147	1
307	147	1
310	147	1
311	147	1
320	147	1
321	147	1
322	147	1
324	147	1
325	147	1
118	148	1
130	148	1
145	148	1
158	148	1
166	148	1
182	148	1
112	149	1
118	149	1
152	149	1
157	149	1
221	149	1
230	149	1
255	149	1
47	150	1
67	150	1
91	150	1
92	150	1
95	150	1
109	150	1
112	150	1
118	150	1
119	150	1
131	150	1
144	150	1
146	150	1
147	150	1
152	150	1
159	150	1
162	150	1
166	150	1
167	150	1
174	150	1
176	150	1
177	150	1
179	150	1
182	150	1
201	150	1
202	150	1
212	150	1
219	150	1
221	150	1
230	150	1
248	150	1
255	150	1
258	150	1
261	150	1
263	150	1
292	150	1
296	150	1
299	150	1
301	150	1
306	150	1
310	150	1
311	150	1
320	150	1
321	150	1
322	150	1
324	150	1
325	150	1
65	151	1
66	151	1
75	151	1
116	151	1
201	151	1
47	152	1
67	152	1
72	152	1
80	152	1
90	152	1
91	152	1
92	152	1
93	152	1
94	152	1
95	152	1
96	152	1
99	152	1
100	152	1
101	152	1
103	152	1
109	152	1
110	152	1
111	152	1
112	152	1
113	152	1
115	152	1
117	152	1
118	152	1
119	152	1
123	152	1
125	152	1
126	152	1
127	152	1
128	152	1
129	152	1
131	152	1
132	152	1
133	152	1
136	152	1
137	152	1
143	152	1
146	152	1
147	152	1
149	152	1
150	152	1
156	152	1
157	152	1
158	152	1
159	152	1
161	152	1
162	152	1
166	152	1
167	152	1
170	152	1
172	152	1
174	152	1
176	152	1
177	152	1
179	152	1
182	152	1
183	152	1
186	152	1
187	152	1
189	152	1
191	152	1
192	152	1
198	152	1
201	152	1
202	152	1
210	152	1
212	152	1
215	152	1
217	152	1
218	152	1
219	152	1
221	152	1
222	152	1
230	152	1
232	152	1
233	152	1
248	152	1
252	152	1
255	152	1
256	152	1
258	152	1
261	152	1
263	152	1
284	152	1
288	152	1
292	152	1
293	152	1
297	152	1
299	152	1
301	152	1
305	152	1
306	152	1
307	152	1
310	152	1
311	152	1
67	153	1
118	153	1
131	153	1
147	153	1
166	153	1
203	153	1
248	153	1
261	153	1
293	153	1
118	154	1
164	154	1
171	154	1
182	154	1
118	155	1
171	155	1
152	156	1
112	157	1
118	157	1
141	157	1
149	157	1
152	157	1
177	157	1
221	157	1
230	157	1
255	157	1
118	158	1
148	158	1
152	158	1
161	158	1
171	158	1
182	158	1
67	159	1
94	159	1
109	159	1
112	159	1
118	159	1
123	159	1
146	159	1
147	159	1
150	159	1
152	159	1
161	159	1
162	159	1
166	159	1
167	159	1
174	159	1
176	159	1
179	159	1
182	159	1
217	159	1
219	159	1
230	159	1
248	159	1
255	159	1
258	159	1
261	159	1
293	159	1
299	159	1
301	159	1
130	160	1
182	160	1
67	161	1
93	161	1
99	161	1
100	161	1
109	161	1
111	161	1
112	161	1
118	161	1
126	161	1
137	161	1
139	161	1
146	161	1
147	161	1
152	161	1
158	161	1
159	161	1
162	161	1
167	161	1
174	161	1
179	161	1
182	161	1
189	161	1
191	161	1
230	161	1
248	161	1
255	161	1
261	161	1
299	161	1
301	161	1
67	162	1
72	162	1
80	162	1
91	162	1
92	162	1
94	162	1
95	162	1
96	162	1
101	162	1
109	162	1
110	162	1
112	162	1
118	162	1
119	162	1
125	162	1
131	162	1
139	162	1
143	162	1
144	162	1
147	162	1
150	162	1
152	162	1
159	162	1
161	162	1
166	162	1
167	162	1
172	162	1
174	162	1
176	162	1
177	162	1
179	162	1
182	162	1
201	162	1
202	162	1
212	162	1
217	162	1
218	162	1
219	162	1
221	162	1
230	162	1
232	162	1
237	162	1
243	162	1
248	162	1
249	162	1
252	162	1
255	162	1
258	162	1
261	162	1
273	162	1
284	162	1
288	162	1
292	162	1
293	162	1
299	162	1
301	162	1
305	162	1
306	162	1
307	162	1
310	162	1
311	162	1
321	162	1
118	163	1
122	163	1
123	163	1
182	163	1
118	164	1
154	164	1
182	164	1
201	165	1
41	166	1
45	166	1
47	166	1
50	166	1
51	166	1
53	166	1
62	166	1
63	166	1
65	166	1
67	166	1
75	166	1
81	166	1
82	166	1
83	166	1
90	166	1
94	166	1
106	166	1
109	166	1
112	166	1
118	166	1
120	166	1
123	166	1
128	166	1
130	166	1
131	166	1
133	166	1
140	166	1
142	166	1
144	166	1
146	166	1
147	166	1
148	166	1
150	166	1
152	166	1
153	166	1
159	166	1
162	166	1
167	166	1
168	166	1
169	166	1
172	166	1
173	166	1
174	166	1
175	166	1
176	166	1
177	166	1
181	166	1
182	166	1
183	166	1
184	166	1
197	166	1
198	166	1
201	166	1
203	166	1
206	166	1
213	166	1
216	166	1
217	166	1
219	166	1
225	166	1
230	166	1
232	166	1
233	166	1
242	166	1
245	166	1
246	166	1
248	166	1
250	166	1
251	166	1
253	166	1
255	166	1
258	166	1
261	166	1
263	166	1
274	166	1
276	166	1
288	166	1
292	166	1
293	166	1
296	166	1
297	166	1
299	166	1
301	166	1
311	166	1
313	166	1
67	167	1
99	167	1
105	167	1
109	167	1
112	167	1
118	167	1
123	167	1
131	167	1
139	167	1
146	167	1
147	167	1
150	167	1
152	167	1
159	167	1
161	167	1
162	167	1
166	167	1
172	167	1
174	167	1
176	167	1
179	167	1
182	167	1
189	167	1
191	167	1
201	167	1
217	167	1
219	167	1
230	167	1
232	167	1
248	167	1
255	167	1
258	167	1
261	167	1
292	167	1
293	167	1
299	167	1
301	167	1
302	167	1
307	167	1
310	167	1
311	167	1
118	168	1
144	168	1
146	168	1
166	168	1
248	168	1
258	168	1
261	168	1
47	169	1
65	169	1
118	169	1
144	169	1
166	169	1
183	169	1
197	169	1
201	169	1
203	169	1
213	169	1
219	169	1
246	169	1
248	169	1
258	169	1
261	169	1
263	169	1
109	170	1
112	170	1
125	170	1
131	170	1
143	170	1
152	170	1
154	171	1
155	171	1
158	171	1
47	172	1
67	172	1
94	172	1
112	172	1
118	172	1
123	172	1
131	172	1
133	172	1
142	172	1
144	172	1
146	172	1
147	172	1
152	172	1
162	172	1
166	172	1
167	172	1
174	172	1
176	172	1
179	172	1
182	172	1
198	172	1
201	172	1
216	172	1
217	172	1
219	172	1
225	172	1
230	172	1
232	172	1
248	172	1
255	172	1
258	172	1
261	172	1
263	172	1
293	172	1
299	172	1
118	173	1
166	173	1
248	173	1
261	173	1
67	174	1
89	174	1
91	174	1
92	174	1
95	174	1
101	174	1
109	174	1
112	174	1
113	174	1
118	174	1
119	174	1
125	174	1
131	174	1
132	174	1
143	174	1
146	174	1
147	174	1
150	174	1
152	174	1
159	174	1
161	174	1
162	174	1
166	174	1
167	174	1
172	174	1
176	174	1
177	174	1
182	174	1
201	174	1
202	174	1
204	174	1
212	174	1
217	174	1
218	174	1
219	174	1
221	174	1
230	174	1
248	174	1
255	174	1
258	174	1
261	174	1
273	174	1
284	174	1
292	174	1
293	174	1
299	174	1
301	174	1
305	174	1
306	174	1
307	174	1
310	174	1
311	174	1
321	174	1
166	175	1
47	176	1
65	176	1
67	176	1
80	176	1
91	176	1
92	176	1
94	176	1
95	176	1
99	176	1
101	176	1
109	176	1
112	176	1
118	176	1
119	176	1
126	176	1
131	176	1
137	176	1
144	176	1
146	176	1
147	176	1
150	176	1
152	176	1
159	176	1
162	176	1
166	176	1
167	176	1
172	176	1
174	176	1
179	176	1
182	176	1
189	176	1
192	176	1
201	176	1
202	176	1
212	176	1
217	176	1
218	176	1
219	176	1
221	176	1
222	176	1
230	176	1
232	176	1
233	176	1
239	176	1
248	176	1
255	176	1
256	176	1
258	176	1
261	176	1
263	176	1
271	176	1
284	176	1
292	176	1
296	176	1
299	176	1
301	176	1
305	176	1
306	176	1
307	176	1
310	176	1
311	176	1
47	177	1
67	177	1
72	177	1
80	177	1
91	177	1
95	177	1
96	177	1
109	177	1
112	177	1
118	177	1
119	177	1
125	177	1
131	177	1
139	177	1
141	177	1
144	177	1
146	177	1
147	177	1
150	177	1
152	177	1
157	177	1
162	177	1
166	177	1
174	177	1
179	177	1
182	177	1
190	177	1
201	177	1
202	177	1
204	177	1
212	177	1
218	177	1
230	177	1
240	177	1
248	177	1
255	177	1
258	177	1
260	177	1
261	177	1
263	177	1
273	177	1
292	177	1
293	177	1
299	177	1
301	177	1
310	177	1
311	177	1
321	177	1
201	178	1
67	179	1
91	179	1
92	179	1
94	179	1
95	179	1
101	179	1
109	179	1
112	179	1
118	179	1
119	179	1
123	179	1
125	179	1
131	179	1
146	179	1
147	179	1
150	179	1
152	179	1
159	179	1
161	179	1
162	179	1
167	179	1
172	179	1
176	179	1
177	179	1
182	179	1
189	179	1
217	179	1
218	179	1
221	179	1
230	179	1
232	179	1
255	179	1
260	179	1
261	179	1
292	179	1
293	179	1
299	179	1
301	179	1
306	179	1
307	179	1
310	179	1
311	179	1
182	180	1
118	181	1
144	181	1
166	181	1
182	181	1
188	181	1
219	181	1
258	181	1
261	181	1
47	182	1
67	182	1
82	182	1
90	182	1
92	182	1
94	182	1
102	182	1
105	182	1
106	182	1
109	182	1
112	182	1
118	182	1
119	182	1
120	182	1
123	182	1
126	182	1
128	182	1
130	182	1
131	182	1
133	182	1
140	182	1
144	182	1
145	182	1
146	182	1
147	182	1
148	182	1
150	182	1
152	182	1
154	182	1
158	182	1
159	182	1
160	182	1
161	182	1
162	182	1
163	182	1
164	182	1
166	182	1
167	182	1
172	182	1
174	182	1
176	182	1
177	182	1
179	182	1
180	182	1
181	182	1
189	182	1
191	182	1
192	182	1
195	182	1
196	182	1
198	182	1
201	182	1
203	182	1
206	182	1
207	182	1
209	182	1
211	182	1
212	182	1
216	182	1
217	182	1
219	182	1
220	182	1
221	182	1
222	182	1
225	182	1
226	182	1
230	182	1
232	182	1
233	182	1
239	182	1
246	182	1
248	182	1
250	182	1
253	182	1
255	182	1
256	182	1
258	182	1
261	182	1
263	182	1
274	182	1
284	182	1
292	182	1
293	182	1
296	182	1
297	182	1
299	182	1
301	182	1
305	182	1
306	182	1
307	182	1
310	182	1
311	182	1
313	182	1
321	182	1
47	183	1
65	183	1
67	183	1
118	183	1
138	183	1
144	183	1
152	183	1
166	183	1
169	183	1
197	183	1
201	183	1
203	183	1
213	183	1
219	183	1
224	183	1
245	183	1
246	183	1
248	183	1
253	183	1
258	183	1
261	183	1
263	183	1
293	183	1
166	184	1
255	184	1
261	184	1
293	184	1
201	185	1
118	186	1
152	186	1
192	186	1
